Flight;Time;Length;Airline;AirportFrom;AirportTo;DayOfWeek;Class
4888.0;425.0;94.0;OO;MSP;STL;7;0
3073.0;877.0;73.0;OO;STL;MKE;5;0
305.0;469.0;156.0;B6;IAD;FLL;2;0
383.0;625.0;80.0;WN;PVD;BWI;1;0
2046.0;1170.0;86.0;US;DCA;BOS;7;0
3650.0;1165.0;108.0;9E;BUF;JFK;6;0
1718.0;510.0;105.0;DL;MCO;ATL;7;0
5397.0;1070.0;97.0;EV;FAY;ATL;4;0
1762.0;780.0;149.0;US;MSP;PHL;4;0
4630.0;1140.0;63.0;OO;MSP;MSN;5;0
5102.0;585.0;93.0;EV;ATL;GPT;6;0
327.0;460.0;60.0;WN;SJC;BUR;7;0
518.0;870.0;90.0;WN;DEN;MCI;7;0
424.0;1044.0;69.0;FL;ATL;PNS;2;0
1822.0;550.0;91.0;US;ATL;CLT;7;0
3307.0;395.0;160.0;WN;BDL;MDW;5;0
2715.0;630.0;75.0;MQ;DFW;LFT;4;0
1602.0;570.0;75.0;AA;DFW;ICT;5;0
721.0;815.0;105.0;AA;DFW;ELP;5;0
672.0;455.0;176.0;FL;MCO;MKE;5;0
346.0;1045.0;122.0;AS;SEA;OAK;2;0
1402.0;715.0;150.0;B6;AUS;FLL;3;0
371.0;1035.0;275.0;UA;ORD;SEA;5;0
1464.0;1245.0;55.0;AA;DFW;TUL;2;0
1544.0;585.0;220.0;DL;SLC;ATL;3;0
2538.0;455.0;59.0;XE;AUS;IAH;3;0
5914.0;899.0;124.0;XE;BIS;ORD;5;0
6951.0;1139.0;229.0;OO;PIT;DEN;3;0
5956.0;520.0;116.0;XE;IAD;BNA;3;0
324.0;670.0;171.0;B6;FLL;BDL;7;0
1498.0;1090.0;65.0;WN;BUR;SJC;1;0
3304.0;1175.0;50.0;MQ;GRK;DFW;5;0
6351.0;1095.0;156.0;OO;DEN;RDM;3;0
6378.0;501.0;97.0;OO;EUG;SFO;4;0
1616.0;320.0;144.0;US;DFW;CLT;3;0
7309.0;687.0;132.0;YV;CLT;ORD;3;0
3691.0;1040.0;180.0;MQ;CLE;MIA;1;0
2206.0;644.0;91.0;XE;AMA;IAH;2;0
4887.0;445.0;63.0;OO;MSP;MSN;5;0
1383.0;525.0;155.0;AA;MSP;DFW;4;0
807.0;500.0;79.0;FL;BWI;BOS;7;0
2436.0;1290.0;156.0;DL;MSP;BZN;7;0
1658.0;610.0;190.0;DL;LGA;MSP;5;0
1204.0;640.0;100.0;AA;ABQ;DFW;5;0
2130.0;1170.0;525.0;DL;HNL;DTW;2;0
6610.0;1018.0;57.0;OO;GJT;DEN;2;0
6743.0;1033.0;130.0;OO;SNA;DEN;2;0
428.0;840.0;70.0;AA;IAH;DFW;4;0
2217.0;582.0;120.0;XE;BOS;CLE;1;0
690.0;1235.0;120.0;AA;MIA;RDU;6;0
2703.0;985.0;132.0;DL;CVG;MCO;6;0
5.0;850.0;98.0;DL;DTW;BWI;4;0
4376.0;860.0;99.0;MQ;RDU;JFK;2;0
1377.0;1265.0;260.0;AA;ORD;SEA;5;0
1147.0;566.0;196.0;B6;BTV;MCO;6;0
696.0;1015.0;165.0;AA;DFW;MIA;4;0
2827.0;1067.0;43.0;YV;PHX;TUS;3;0
1748.0;695.0;286.0;US;LAS;PHL;7;0
5567.0;600.0;112.0;EV;ATL;LIT;7;0
6555.0;504.0;58.0;OO;DEN;GJT;5;0
4079.0;695.0;68.0;9E;SGF;MEM;7;0
4031.0;410.0;115.0;MQ;MHK;ORD;4;0
7097.0;360.0;82.0;EV;CMH;ORD;1;0
1148.0;1085.0;166.0;B6;MCO;BTV;5;0
2442.0;480.0;205.0;WN;AUS;LAX;4;0
30.0;615.0;164.0;DL;MSP;JFK;5;0
1574.0;685.0;155.0;AA;LAS;DFW;3;0
805.0;390.0;80.0;FL;BWI;BOS;5;0
6274.0;675.0;57.0;OH;MSP;DLH;4;0
1752.0;1315.0;108.0;DL;ATL;IAD;1;0
2436.0;695.0;149.0;XE;JAX;IAH;2;0
995.0;465.0;133.0;FL;MKE;BOS;1;0
2223.0;770.0;59.0;XE;IAH;CRP;7;0
201.0;1050.0;184.0;CO;EWR;FLL;1;0
1163.0;420.0;128.0;DL;EWR;DTW;4;0
3771.0;965.0;84.0;9E;ATL;SDF;5;0
1433.0;950.0;80.0;WN;LAX;PHX;6;0
420.0;1090.0;102.0;UA;ORD;ROC;6;0
6465.0;360.0;120.0;OO;SLC;LAX;1;0
4165.0;1305.0;70.0;MQ;ORD;CMH;2;0
2799.0;930.0;50.0;MQ;DFW;TXK;4;0
406.0;988.0;98.0;FL;ATL;IND;3;0
3858.0;620.0;52.0;9E;DTW;MBS;4;0
303.0;360.0;404.0;UA;JFK;SFO;6;0
897.0;573.0;107.0;UA;BOS;IAD;4;0
7091.0;501.0;74.0;EV;IAD;JFK;4;0
2841.0;585.0;79.0;YV;PHX;YUM;4;0
1118.0;1100.0;150.0;AA;DFW;PIT;1;0
1629.0;782.0;158.0;FL;PHL;MCO;6;0
1.0;550.0;385.0;AA;JFK;LAX;1;0
2788.0;1235.0;60.0;WN;LAX;LAS;3;0
876.0;395.0;135.0;AA;ORD;BOS;4;0
1632.0;545.0;165.0;WN;LAS;SEA;5;0
2356.0;975.0;113.0;DL;PBI;ATL;6;0
453.0;605.0;81.0;FL;MSY;ATL;2;0
3950.0;410.0;108.0;9E;FNT;MSP;3;0
2045.0;1220.0;125.0;AA;DCA;ORD;3;0
1570.0;665.0;70.0;WN;LAS;LAX;5;0
3963.0;395.0;112.0;9E;ORD;MEM;1;0
2049.0;925.0;70.0;WN;LAS;TUS;5;0
3912.0;1135.0;90.0;MQ;ORD;CRW;4;0
3.0;595.0;205.0;US;PHX;ORD;5;0
2034.0;810.0;83.0;US;DCA;BOS;3;0
2968.0;445.0;285.0;DL;SEA;ATL;3;0
958.0;1107.0;148.0;FL;FLL;BWI;4;0
2488.0;977.0;138.0;XE;IAH;CLT;5;0
4321.0;985.0;81.0;9E;GPT;MEM;1;0
3635.0;680.0;125.0;MQ;MIA;CLT;2;0
2559.0;585.0;58.0;XE;IAH;LFT;2;0
6859.0;1056.0;144.0;OO;PDX;DEN;4;0
6695.0;741.0;108.0;OO;ELP;DEN;4;0
996.0;590.0;87.0;US;CLT;PIT;2;0
724.0;1228.0;102.0;UA;DEN;MCI;1;0
1462.0;385.0;95.0;AA;MCI;ORD;1;0
81.0;934.0;111.0;FL;ATL;FLL;2;0
1605.0;1000.0;270.0;AA;ORD;SAN;5;0
1878.0;735.0;55.0;AA;DFW;OKC;4;0
277.0;1140.0;335.0;UA;MCO;LAX;2;0
2423.0;690.0;190.0;AA;PBI;ORD;7;0
51.0;720.0;458.0;UA;DEN;KOA;6;0
597.0;1076.0;139.0;FL;ROC;ATL;4;0
2918.0;1365.0;60.0;MQ;DFW;HOU;5;0
6277.0;980.0;165.0;OO;LAX;SEA;6;0
3262.0;700.0;80.0;MQ;LRD;DFW;7;0
883.0;475.0;127.0;UA;IAD;ORD;3;0
720.0;535.0;185.0;WN;ISP;TPA;5;0
2555.0;715.0;85.0;XE;GPT;IAH;3;0
2812.0;805.0;97.0;XE;AMA;IAH;7;0
1024.0;609.0;40.0;YV;KOA;HNL;3;0
6338.0;315.0;93.0;OH;GSO;ATL;1;0
2299.0;360.0;190.0;AA;DTW;MIA;2;0
453.0;645.0;162.0;AS;LAX;SEA;6;0
1592.0;385.0;249.0;DL;SAN;ATL;4;0
1759.0;1230.0;85.0;US;PHL;RDU;3;0
1154.0;495.0;100.0;WN;SAN;SFO;3;0
1518.0;655.0;235.0;AA;SEA;DFW;6;0
520.0;505.0;109.0;US;PHX;RNO;7;0
6276.0;430.0;80.0;OO;BUR;SFO;3;0
2958.0;1155.0;90.0;XE;CLE;MHT;3;0
7266.0;1155.0;84.0;YV;MCI;ORD;6;0
663.0;1135.0;273.0;AS;DFW;SEA;2;0
630.0;1074.0;122.0;UA;DEN;LAS;2;0
1022.0;1220.0;68.0;US;CLT;RIC;5;0
5056.0;515.0;93.0;EV;ATL;SDF;3;0
2250.0;797.0;89.0;XE;PVD;EWR;2;0
3726.0;600.0;160.0;MQ;EWR;ORD;6;0
2305.0;485.0;150.0;AA;ORD;DFW;4;0
56.0;559.0;76.0;B6;JFK;BTV;6;0
18.0;525.0;321.0;AS;SEA;MCO;4;0
431.0;380.0;129.0;FL;MKE;ATL;7;0
2779.0;1258.0;116.0;YV;PHX;MRY;2;0
976.0;1075.0;81.0;US;CLT;IAD;1;0
4469.0;625.0;80.0;MQ;JFK;DCA;2;0
6591.0;890.0;128.0;OH;DCA;IND;5;0
5997.0;819.0;65.0;XE;CID;ORD;7;0
5600.0;360.0;77.0;EV;MOB;ATL;3;0
1416.0;720.0;165.0;B6;LGB;AUS;2;0
893.0;360.0;413.0;UA;BOS;SFO;1;0
155.0;360.0;168.0;B6;JFK;MCO;1;0
1831.0;360.0;107.0;DL;PDX;SLC;4;0
6747.0;791.0;87.0;OH;RIC;JFK;5;0
527.0;420.0;160.0;AS;BUR;SEA;5;0
2437.0;507.0;166.0;DL;ATL;SAT;7;0
3301.0;1350.0;70.0;MQ;DFW;SGF;6;0
6744.0;1029.0;44.0;OO;SBA;LAX;7;0
3705.0;504.0;156.0;9E;BGR;DTW;2;0
1262.0;1035.0;225.0;AA;SNA;ORD;5;0
3056.0;795.0;88.0;XE;IAH;VPS;2;0
4567.0;1195.0;160.0;OO;SLC;SAT;1;0
3695.0;615.0;70.0;9E;MSP;MQT;3;0
6345.0;453.0;138.0;OO;PDX;LAX;5;0
4308.0;1330.0;85.0;MQ;ORD;BNA;1;0
2216.0;678.0;132.0;XE;JAX;EWR;4;0
6428.0;1305.0;116.0;OH;DTW;ORF;3;0
465.0;420.0;190.0;WN;SAN;MCI;1;0
1770.0;835.0;215.0;AA;DFW;EWR;4;0
1933.0;375.0;135.0;DL;LGA;CVG;6;0
1296.0;1125.0;93.0;B6;PIT;BOS;1;0
1139.0;1060.0;117.0;DL;RIC;ATL;5;0
6390.0;1030.0;65.0;OH;TYS;CVG;1;0
731.0;670.0;220.0;WN;DEN;PHL;2;0
6616.0;855.0;84.0;OH;DTW;SYR;2;0
2435.0;595.0;148.0;DL;DCA;TPA;2;0
3964.0;665.0;130.0;MQ;BWI;ORD;2;0
5182.0;375.0;75.0;EV;GNV;ATL;7;0
1281.0;420.0;108.0;B6;BOS;RIC;5;0
763.0;714.0;146.0;UA;DEN;SAN;4;0
691.0;674.0;96.0;FL;SRQ;ATL;6;0
4070.0;965.0;95.0;MQ;ORD;BUF;5;0
410.0;1305.0;135.0;AA;MIA;BNA;1;0
5470.0;1070.0;119.0;EV;MLI;ATL;7;0
4640.0;690.0;129.0;OO;OKC;MSP;7;0
753.0;860.0;245.0;AA;LGA;DFW;4;0
1373.0;740.0;195.0;AA;MIA;DFW;7;0
202.0;677.0;220.0;UA;LAX;MSY;3;0
2503.0;840.0;183.0;DL;DTW;FLL;6;0
5497.0;990.0;101.0;EV;OMA;MEM;5;0
2870.0;690.0;94.0;XE;CLE;BOS;5;0
161.0;1405.0;287.0;UA;SEA;IAD;5;0
2668.0;850.0;155.0;XE;CAE;IAH;6;0
1175.0;595.0;126.0;DL;DTW;ATL;3;0
7781.0;330.0;70.0;OO;EKO;SLC;3;0
2256.0;830.0;102.0;DL;MSP;DTW;3;0
2569.0;885.0;81.0;XE;IAH;MAF;6;0
133.0;530.0;75.0;FL;ATL;TPA;2;0
1387.0;810.0;72.0;DL;BOS;LGA;4;0
4037.0;460.0;85.0;MQ;ORD;PIT;1;0
1616.0;450.0;170.0;DL;DEN;ATL;7;0
5414.0;605.0;115.0;EV;DTW;ORF;6;0
7283.0;959.0;72.0;YV;DAY;ORD;1;0
2797.0;1019.0;91.0;XE;PVD;EWR;5;0
224.0;835.0;345.0;WN;ORF;LAS;7;0
728.0;915.0;185.0;US;DFW;PHL;4;0
661.0;830.0;262.0;AS;DFW;SEA;5;0
1672.0;435.0;102.0;DL;TPA;ATL;4;0
2615.0;690.0;100.0;YV;CLT;CLE;5;0
595.0;465.0;115.0;AA;ATL;MIA;5;0
163.0;778.0;202.0;FL;ATL;SJU;5;0
531.0;705.0;135.0;F9;DEN;MDW;3;0
857.0;555.0;180.0;AA;MCO;DFW;7;0
463.0;1170.0;162.0;AS;LAX;SEA;4;0
2039.0;900.0;115.0;DL;DCA;ATL;7;0
1520.0;365.0;106.0;DL;OAK;SLC;5;0
2983.0;1195.0;88.0;DL;DTW;MSN;3;0
1047.0;945.0;35.0;YV;HNL;OGG;3;0
96.0;1245.0;71.0;US;PIT;PHL;4;0
111.0;504.0;37.0;HA;ITO;OGG;5;0
383.0;1305.0;170.0;B6;LGA;FLL;6;0
1607.0;860.0;90.0;DL;MSP;ORD;5;0
1127.0;390.0;55.0;WN;AUS;DAL;1;0
2154.0;375.0;252.0;DL;LAX;ATL;2;0
2648.0;536.0;135.0;DL;ATL;BUF;7;0
1884.0;720.0;149.0;US;TPA;PHL;4;0
132.0;381.0;234.0;UA;PDX;ORD;4;0
6482.0;915.0;111.0;OH;OMA;CVG;7;0
479.0;1237.0;133.0;UA;SFO;SEA;5;0
4619.0;535.0;110.0;MQ;LGA;RDU;7;0
5217.0;855.0;79.0;EV;JAN;ATL;3;0
1572.0;585.0;95.0;DL;TPA;ATL;3;0
2352.0;656.0;140.0;XE;OMA;IAH;3;0
3122.0;433.0;77.0;XE;MSY;IAH;4;0
103.0;375.0;131.0;F9;MSP;DEN;7;0
495.0;435.0;280.0;B6;BOS;DEN;3;0
1472.0;700.0;125.0;AA;DFW;ATL;5;0
402.0;879.0;189.0;B6;MSY;BOS;7;0
1997.0;360.0;118.0;US;ORD;CLT;2;0
5371.0;590.0;75.0;EV;ATL;TLH;5;0
1178.0;795.0;83.0;US;CLT;BWI;3;0
4061.0;995.0;100.0;9E;AVP;DTW;4;0
6345.0;453.0;138.0;OO;PDX;LAX;3;0
511.0;690.0;115.0;AA;DFW;COS;3;0
1484.0;598.0;157.0;FL;MCO;DTW;4;0
462.0;980.0;145.0;AA;MIA;DCA;4;0
247.0;1063.0;118.0;UA;LAS;DEN;6;0
155.0;930.0;205.0;DL;JFK;FLL;5;0
3014.0;545.0;80.0;WN;LAX;SFO;6;0
1940.0;1180.0;180.0;AA;ORD;MIA;3;0
5262.0;480.0;81.0;EV;BHM;ATL;5;0
1665.0;900.0;92.0;DL;MSP;MCI;5;0
389.0;785.0;85.0;WN;MSY;BNA;2;0
1669.0;525.0;195.0;AA;DFW;SNA;1;0
162.0;1035.0;139.0;UA;ORD;BOS;7;0
2998.0;400.0;318.0;DL;PDX;JFK;7;0
1518.0;330.0;89.0;DL;MCO;ATL;1;0
337.0;820.0;85.0;UA;SNA;SFO;6;0
1013.0;1075.0;135.0;WN;DEN;MDW;2;0
3479.0;505.0;70.0;MQ;DFW;LIT;7;0
1720.0;910.0;160.0;AA;DFW;IAD;3;0
434.0;525.0;124.0;FL;ATL;MKE;5;0
6609.0;666.0;90.0;OH;JFK;RIC;3;0
675.0;725.0;172.0;AS;DEN;SEA;4;0
2787.0;1095.0;119.0;XE;VPS;IAH;4;0
372.0;1098.0;130.0;FL;ATL;LGA;4;0
2909.0;420.0;77.0;XE;EWR;DCA;5;0
966.0;560.0;101.0;US;DCA;CLT;5;0
2086.0;410.0;165.0;XE;LIT;EWR;2;0
2357.0;1170.0;80.0;WN;PHL;PIT;7;0
5338.0;1020.0;80.0;EV;LFT;MEM;1;0
1371.0;820.0;65.0;AA;DFW;XNA;5;0
4043.0;1120.0;75.0;MQ;TOL;ORD;5;0
3847.0;764.0;91.0;9E;ROC;DTW;1;0
1795.0;470.0;151.0;B6;DCA;FLL;3;0
6935.0;417.0;64.0;OO;SMF;ACV;4;0
1428.0;790.0;250.0;AA;SJU;JFK;1;0
736.0;850.0;195.0;AA;DFW;LGA;7;0
2811.0;835.0;65.0;WN;AMA;DAL;3;0
1095.0;345.0;127.0;DL;OKC;ATL;5;0
1576.0;375.0;225.0;CO;SJC;IAH;5;0
196.0;1337.0;281.0;B6;LAS;JFK;5;0
2881.0;770.0;105.0;XE;IAH;BNA;1;0
758.0;508.0;152.0;UA;SFO;DEN;4;0
6853.0;522.0;58.0;OO;ORD;CWA;6;0
6645.0;1216.0;33.0;OO;MOD;SFO;5;0
389.0;1005.0;179.0;UA;TPA;ORD;4;0
542.0;380.0;113.0;US;SJC;PHX;3;0
351.0;975.0;111.0;UA;PIT;ORD;6;0
510.0;630.0;165.0;AS;SEA;SNA;4;0
42.0;1373.0;423.0;UA;HNL;DEN;6;0
2472.0;815.0;123.0;XE;IAH;JAX;1;0
541.0;922.0;168.0;UA;BOS;ORD;1;0
2015.0;445.0;240.0;WN;SAN;MDW;5;0
156.0;406.0;136.0;UA;DFW;ORD;7;0
6411.0;781.0;61.0;OO;LAX;SBP;5;0
2710.0;410.0;75.0;MQ;XNA;DFW;6;0
2180.0;1020.0;78.0;US;DCA;LGA;1;0
879.0;545.0;110.0;AA;DFW;ABQ;7;0
1280.0;585.0;147.0;DL;ATL;JFK;6;0
4741.0;905.0;59.0;OO;IDA;SLC;7;0
1238.0;520.0;127.0;DL;SLC;PDX;1;0
6540.0;400.0;107.0;OO;BIS;DEN;1;0
2962.0;1290.0;316.0;DL;LAX;JFK;2;0
6308.0;345.0;119.0;OH;MFE;MEM;1;0
1442.0;565.0;160.0;WN;LAS;OMA;6;0
2651.0;660.0;93.0;YV;PHX;BFL;3;0
375.0;380.0;120.0;US;JFK;CLT;2;0
927.0;1350.0;88.0;UA;SFO;LAX;4;0
769.0;595.0;75.0;WN;CLE;BWI;7;0
1422.0;1021.0;135.0;FL;IND;TPA;5;0
6294.0;964.0;62.0;OO;DEN;DRO;4;0
1003.0;632.0;32.0;YV;OGG;HNL;7;0
5190.0;970.0;66.0;EV;ATL;TLH;5;0
1360.0;440.0;160.0;AA;DFW;DCA;3;0
1676.0;970.0;184.0;CO;IAH;PHL;2;0
1581.0;495.0;205.0;DL;TUS;ATL;6;0
3039.0;550.0;60.0;MQ;LAX;FAT;7;0
6278.0;680.0;109.0;OH;XNA;CVG;5;0
2206.0;1042.0;78.0;DL;ECP;ATL;3;0
882.0;930.0;105.0;WN;ORF;JAX;1;0
3517.0;360.0;50.0;WN;PBI;TPA;3;0
6839.0;879.0;96.0;OO;OMA;ORD;5;0
398.0;370.0;120.0;AA;ORD;LGA;4;0
2726.0;720.0;80.0;MQ;DFW;BTR;3;0
2786.0;1180.0;142.0;DL;ATL;LGA;4;0
1574.0;510.0;84.0;DL;SAV;ATL;4;0
1482.0;450.0;160.0;AA;SJU;MIA;6;0
3252.0;910.0;110.0;MQ;MOB;DFW;7;0
4303.0;905.0;130.0;MQ;OKC;ORD;2;0
4761.0;675.0;99.0;OO;SLC;PSP;4;0
986.0;420.0;145.0;US;FLL;DCA;4;0
1039.0;450.0;255.0;DL;MSY;LAX;5;0
848.0;940.0;75.0;WN;LAX;TUS;3;0
64.0;928.0;32.0;AS;PSG;WRG;5;0
335.0;691.0;138.0;FL;PHL;ATL;3;0
6316.0;1035.0;105.0;OH;IND;RDU;4;0
60.0;420.0;250.0;FL;LAX;ATL;1;0
2656.0;900.0;121.0;XE;IAH;ATL;1;0
324.0;555.0;288.0;UA;LAX;IAD;6;0
3900.0;725.0;125.0;MQ;ORD;BDL;1;0
859.0;555.0;174.0;UA;TPA;ORD;7;0
6292.0;1126.0;65.0;OO;LAX;MRY;6;0
2704.0;960.0;81.0;YV;RIC;CLT;3;0
759.0;377.0;155.0;UA;JAX;ORD;3;0
6991.0;420.0;117.0;OO;ATL;ORD;4;0
3219.0;520.0;65.0;MQ;DFW;HOU;5;0
2324.0;445.0;140.0;AA;DFW;ORD;7;0
4528.0;1010.0;100.0;MQ;CLE;LGA;2;0
3079.0;1005.0;98.0;XE;CLE;STL;2;0
1248.0;785.0;108.0;US;CLT;LGA;6;0
3748.0;360.0;85.0;MQ;ORD;MSP;3;0
6892.0;1164.0;56.0;OO;MLI;ORD;3;0
5601.0;1020.0;55.0;EV;ATL;DHN;5;0
563.0;510.0;147.0;AS;LAX;PDX;5;0
1992.0;515.0;150.0;WN;SAT;PHX;2;0
2980.0;660.0;235.0;WN;PHX;RDU;4;0
3311.0;495.0;50.0;MQ;DFW;SPS;4;0
2908.0;538.0;96.0;XE;IAH;AMA;2;0
1128.0;1235.0;100.0;WN;AUS;ELP;5;0
580.0;689.0;114.0;UA;ORD;BWI;4;0
1296.0;565.0;120.0;AA;DFW;ATL;4;0
2254.0;730.0;180.0;WN;SAT;LAS;2;0
2004.0;745.0;160.0;WN;MDW;DEN;5;0
1151.0;1190.0;70.0;AA;ORD;STL;5;0
1922.0;425.0;105.0;AA;ABQ;DFW;7;0
2390.0;610.0;100.0;DL;MSP;IND;2;0
272.0;540.0;146.0;FL;ATL;BOS;2;0
2054.0;330.0;75.0;DL;PNS;ATL;1;0
742.0;840.0;164.0;US;FLL;PHL;4;0
601.0;505.0;161.0;FL;BWI;RSW;5;0
193.0;420.0;55.0;WN;MCO;FLL;4;0
1655.0;575.0;305.0;DL;ATL;LAX;4;0
3658.0;705.0;165.0;WN;DEN;SJC;3;0
407.0;885.0;125.0;US;PHX;SFO;2;0
5062.0;485.0;70.0;EV;ATL;GSO;5;0
2758.0;989.0;106.0;XE;ELP;IAH;5;0
8.0;420.0;197.0;FL;SJU;MCO;2;0
1521.0;465.0;225.0;US;CLT;DEN;2;0
4311.0;754.0;126.0;9E;CAE;DTW;6;0
3018.0;570.0;100.0;XE;DTW;EWR;1;0
1007.0;840.0;175.0;FL;RSW;BOS;7;0
615.0;688.0;127.0;UA;DCA;ORD;2;0
4195.0;523.0;97.0;9E;DTW;LSE;4;0
4290.0;604.0;115.0;9E;SBN;ATL;5;0
1020.0;1147.0;121.0;DL;ATL;MDW;4;0
2244.0;395.0;229.0;DL;SAN;MSP;1;0
1488.0;970.0;120.0;US;CLT;BOS;4;0
4133.0;685.0;74.0;9E;BHM;MEM;1;0
6357.0;1305.0;46.0;OO;DEN;EGE;7;0
3979.0;1200.0;90.0;MQ;CVG;ORD;3;0
1263.0;455.0;175.0;AA;MIA;IAH;4;0
6351.0;1366.0;62.0;OO;SFO;RNO;1;0
4804.0;780.0;95.0;OO;FAT;SLC;2;0
2888.0;735.0;80.0;MQ;CRP;DFW;7;0
4450.0;810.0;51.0;OO;IDA;SLC;2;0
3611.0;675.0;125.0;MQ;MIA;BHM;2;0
1222.0;1025.0;70.0;WN;SMF;BUR;5;0
1346.0;505.0;110.0;WN;DAL;ELP;6;0
6991.0;715.0;154.0;OO;ORD;COS;2;0
2809.0;940.0;54.0;XE;IAH;CRP;6;0
4139.0;1013.0;92.0;9E;BIS;MSP;6;0
6441.0;650.0;159.0;OO;DEN;DAY;3;0
1533.0;1265.0;54.0;CO;IAH;AUS;2;0
2302.0;700.0;127.0;DL;TPA;MEM;6;0
2066.0;935.0;128.0;DL;MSP;MEM;4;0
1024.0;940.0;244.0;US;SJU;PHL;4;0
370.0;385.0;105.0;WN;PDX;SJC;5;0
329.0;975.0;75.0;US;SNA;PHX;4;0
2783.0;632.0;156.0;DL;BDL;ATL;5;0
3867.0;995.0;88.0;9E;ELM;DTW;3;0
184.0;761.0;319.0;B6;SAN;JFK;2;0
1363.0;420.0;130.0;AA;RDU;MIA;7;0
711.0;470.0;175.0;WN;SAT;LAS;2;0
732.0;820.0;200.0;AA;DFW;LGA;1;0
2122.0;600.0;71.0;US;LGA;BOS;1;0
30.0;1425.0;314.0;AA;LAX;JFK;3;0
15.0;885.0;401.0;UA;JFK;SFO;4;0
187.0;881.0;42.0;HA;KOA;HNL;2;0
5937.0;688.0;150.0;XE;SAV;ORD;3;0
4638.0;380.0;49.0;OO;SAN;LAX;3;0
2674.0;1015.0;122.0;DL;MCO;DCA;5;0
2699.0;685.0;203.0;DL;MSP;PHX;1;0
1286.0;1053.0;65.0;DL;ATL;SAV;2;0
628.0;530.0;282.0;CO;EWR;DEN;4;0
2117.0;580.0;82.0;XE;LIT;IAH;6;0
2677.0;915.0;64.0;XE;EWR;DCA;6;0
472.0;376.0;245.0;UA;SMF;ORD;4;0
5994.0;484.0;107.0;XE;BNA;ORD;6;0
855.0;395.0;110.0;F9;DEN;PHX;1;0
149.0;425.0;291.0;UA;ORD;SFO;2;0
7068.0;1057.0;88.0;EV;IAD;GSP;3;0
486.0;420.0;128.0;FL;MCO;BWI;1;0
463.0;1170.0;162.0;AS;LAX;SEA;4;0
215.0;566.0;174.0;FL;MKE;RSW;6;0
1015.0;765.0;40.0;YV;KOA;HNL;7;0
725.0;543.0;238.0;UA;ORD;PHX;7;0
2660.0;480.0;90.0;WN;TUS;LAX;3;0
1217.0;1060.0;271.0;DL;DTW;LAS;5;0
175.0;545.0;34.0;HA;OGG;HNL;6;0
7248.0;360.0;71.0;YV;DTW;ORD;2;0
24.0;425.0;325.0;AA;SFO;JFK;2;0
2736.0;800.0;65.0;MQ;LBB;DFW;4;0
909.0;910.0;170.0;UA;ORD;DEN;5;0
1788.0;1345.0;123.0;US;CLT;ORD;3;0
2439.0;660.0;110.0;DL;DCA;ATL;4;0
7779.0;1020.0;81.0;OO;SLC;SGU;6;0
3853.0;540.0;200.0;WN;PVD;TPA;4;0
1789.0;1067.0;195.0;CO;DTW;IAH;7;0
82.0;1360.0;320.0;UA;LAX;JFK;5;0
396.0;1155.0;148.0;B6;MCO;LGA;5;0
321.0;710.0;130.0;F9;DCA;MKE;5;0
1174.0;645.0;132.0;DL;ATL;BUF;1;0
6341.0;345.0;130.0;OH;RIC;DTW;7;0
6475.0;1115.0;77.0;OO;YUM;LAX;4;0
673.0;665.0;367.0;B6;JFK;LAX;2;0
1096.0;380.0;250.0;AA;SAN;ORD;7;0
522.0;390.0;345.0;US;EWR;PHX;6;0
1031.0;1105.0;195.0;AA;FLL;DFW;7;0
2515.0;1280.0;70.0;XE;IAH;HRL;2;0
1295.0;733.0;112.0;DL;PIT;ATL;6;0
2832.0;945.0;125.0;MQ;PNS;DFW;5;0
1975.0;610.0;150.0;DL;MSP;ATL;5;0
3941.0;790.0;95.0;MQ;MCI;ORD;2;0
1885.0;540.0;70.0;AA;SAT;DFW;2;0
130.0;635.0;112.0;F9;DEN;DFW;1;0
301.0;985.0;278.0;US;CLT;PHX;4;0
2661.0;455.0;90.0;DL;ATL;MEM;4;0
2251.0;368.0;118.0;XE;IND;EWR;2;0
2042.0;810.0;87.0;XE;ORF;EWR;1;0
2189.0;480.0;61.0;XE;IAH;DAL;2;0
405.0;1126.0;94.0;FL;IND;ATL;6;0
6604.0;450.0;98.0;OO;SLC;DEN;6;0
6250.0;790.0;38.0;OO;PDX;RDM;5;0
4537.0;1170.0;125.0;OO;MSP;PIT;5;0
1290.0;1370.0;50.0;US;PHL;LGA;1;0
1512.0;1100.0;105.0;AA;ORD;DCA;5;0
2265.0;755.0;88.0;DL;ATL;MEM;5;0
548.0;775.0;135.0;AA;ORD;BOS;7;0
77.0;990.0;344.0;UA;SFO;HNL;1;0
1961.0;790.0;75.0;WN;PHL;MHT;6;0
1681.0;1182.0;122.0;DL;EWR;DTW;5;0
2015.0;626.0;82.0;XE;PIT;EWR;7;0
1838.0;545.0;80.0;US;RDU;PHL;5;0
4085.0;360.0;110.0;9E;ABE;DTW;3;0
4699.0;685.0;105.0;OO;MSP;RAP;6;0
1561.0;840.0;149.0;DL;PHL;ATL;1;0
2622.0;1220.0;100.0;WN;BOS;PHL;3;0
201.0;433.0;49.0;HA;ITO;HNL;5;0
4243.0;400.0;140.0;MQ;RDU;ORD;7;0
166.0;485.0;245.0;CO;SEA;IAH;6;0
133.0;602.0;116.0;UA;LAS;DEN;4;0
